3,1,1,3,9,1,1,1,
3,1,1,3,9,1,1,1,
3,1,1,3,10,1,1,1,
3,1,1,3,9,1,1,1,
3,3,2,5,9,3,2,2,
3,3,2,5,9,3,2,2,
3,1,1,3,9,1,1,1,
3,1,1,3,9,1,1,1,
3,3,1,6,10,3,1,1,
3,1,1,3,10,1,1,1,
3,1,1,3,9,1,1,1,
3,2,2,6,9,2,2,2,
3,3,1,6,10,3,1,1,
3,3,1,6,10,3,1,1,
3,1,1,3,9,1,1,1,
3,1,1,3,10,1,1,1,
3,2,2,6,9,2,2,2,
3,3,1,6,10,3,1,1,
3,2,2,6,9,2,2,2,
3,3,2,5,9,3,2,2,
3,3,1,6,10,3,1,1,
3,3,1,6,10,3,1,1,
3,3,1,6,10,3,1,1,
3,1,1,3,9,1,1,1,
3,2,2,6,9,2,2,2,
3,1,1,3,9,1,1,1,
3,3,2,5,9,3,2,2,
3,1,1,3,10,1,1,1,
3,1,1,3,10,1,1,1,
3,2,2,6,9,2,2,2,
3,1,1,3,10,1,1,1,
3,3,1,6,10,3,1,1,
3,1,1,3,9,1,1,1,
3,1,1,3,9,1,1,1,
3,1,1,3,10,1,1,1,
3,1,1,3,9,1,1,1,
3,1,1,3,10,1,1,1,
3,2,2,6,9,2,2,2,
3,3,1,6,10,3,1,1,
3,3,1,6,10,3,1,1,
3,2,2,6,9,2,2,2,
3,1,1,3,10,1,1,1,
3,2,2,6,9,2,2,2,
3,3,1,6,10,3,1,1,
5,6,6,10,16,3,1,8,
5,6,10,12,17,2,2,10,
5,15,13,13,17,3,2,10,
5,13,11,10,18,3,2,11,
5,14,12,13,16,3,2,11,
5,7,7,12,16,3,1,10,
5,12,10,12,16,3,2,10,
5,1,1,3,3,1,1,7,
5,5,11,9,16,3,2,12,
5,7,5,7,15,1,1,5,
5,9,4,12,18,0,0,10,
5,13,7,8,17,0,0,8,
5,7,7,11,15,3,2,8,
5,6,6,12,17,1,1,7,
5,14,12,13,18,3,2,8,
5,8,8,10,16,3,1,10,
5,9,7,13,16,3,1,8,
5,11,12,8,16,3,1,8,
5,5,5,11,15,3,1,6,
5,8,8,14,16,3,1,8,
5,5,5,10,18,1,1,10,
5,12,9,13,17,3,2,9,
5,5,5,11,17,0,0,7,
5,12,7,9,17,0,0,10,
5,11,9,11,19,1,1,8,
5,12,9,13,17,3,2,9,
5,9,9,10,17,3,1,10,
5,11,6,10,16,0,0,9,
5,12,11,9,17,1,1,7,
5,11,8,12,16,1,1,9,
5,9,5,6,15,0,0,6,
5,11,8,10,17,0,0,8,
5,10,7,13,18,1,1,10,
5,11,4,8,18,0,0,6,
5,8,8,12,16,3,2,9,
5,10,9,11,15,3,1,6,
5,1,1,3,14,0,0,5,
5,10,7,9,17,3,1,9,
5,9,9,12,16,3,2,10,
5,7,8,14,16,3,2,10,
5,11,12,8,16,3,1,8,
5,7,7,12,16,3,2,9,
5,7,6,8,16,0,0,8,
5,13,13,12,15,3,2,12,
5,15,13,13,17,3,2,10,
5,6,10,13,16,3,2,10,
5,12,9,13,17,3,2,9,
5,8,8,12,16,3,2,9,
5,6,10,12,17,2,2,10,
5,7,10,7,14,1,1,5,
5,9,9,10,17,3,1,10,
5,11,8,12,16,1,1,9,
5,9,13,10,15,2,2,6,
5,13,11,11,15,3,2,8,
5,6,10,12,17,2,2,10,
5,10,7,9,17,3,1,9,
5,12,5,10,17,0,0,8,
5,7,11,12,16,3,2,11,
5,12,3,7,16,1,1,9,
5,14,11,12,16,2,2,10,
5,5,9,10,15,2,2,8,
10,54,40,28,37,3,1,27,
10,28,44,34,37,3,2,25,
10,52,50,32,35,2,2,29,
10,39,27,25,35,0,0,24,
10,68,52,28,41,1,1,26,
10,34,34,27,35,3,2,32,
10,53,61,31,37,2,2,24,
10,47,33,22,40,0,0,25,
10,49,47,28,33,2,2,30,
10,51,69,29,38,2,2,27,
10,65,49,26,31,2,2,30,
10,52,72,31,39,1,1,32,
10,30,40,23,39,0,0,28,
10,53,51,27,38,1,1,25,
10,53,45,34,37,2,2,28,
10,60,66,32,36,3,1,29,
10,42,52,34,38,3,2,28,
10,63,35,33,36,2,2,28,
10,56,46,23,37,1,1,33,
10,65,51,32,41,3,1,30,
10,59,39,31,36,3,1,29,
10,56,54,28,36,2,2,33,
10,48,44,31,38,3,2,26,
10,44,56,31,37,3,2,25,
10,44,44,26,37,0,0,30,
10,57,45,29,39,3,2,25,
10,74,58,34,41,0,0,28,
10,57,63,30,38,2,2,27,
10,45,51,29,39,3,2,34,
10,56,32,22,38,0,0,21,
10,54,58,35,38,1,1,23,
10,33,33,26,32,3,1,20,
10,39,39,30,37,3,2,31,
10,42,50,29,42,1,1,27,
10,25,45,30,39,1,1,20,
10,46,38,26,38,1,1,29,
10,38,48,25,38,1,1,31,
10,51,61,34,35,1,1,26,
10,76,50,32,39,3,1,25,
10,42,30,28,39,0,0,30,
10,42,62,30,43,1,1,28,
10,38,48,28,36,2,2,31,
10,59,45,29,38,1,1,30,
10,64,42,23,33,3,2,27,
10,47,49,28,41,0,0,27,
10,52,54,30,42,0,0,27,
10,29,45,30,35,2,2,31,
10,49,31,32,37,1,1,27,
10,55,47,28,39,1,1,23,
10,37,47,34,38,2,2,33,
10,59,65,37,36,3,2,34,
10,41,45,33,40,3,1,29,
10,62,42,30,35,3,2,27,
10,59,51,31,39,1,1,28,
10,43,47,23,35,1,1,21,
10,54,50,26,38,3,2,31,
10,69,49,32,36,3,2,26,
10,73,73,33,39,2,2,30,
10,68,40,28,37,2,2,29,
10,57,37,27,38,1,1,30,
15,155,139,59,67,1,1,50,
15,169,131,51,63,0,0,51,
15,128,144,57,69,1,1,56,
15,124,140,47,56,2,2,49,
15,134,126,62,65,2,2,62,
15,146,129,57,64,2,2,53,
15,138,176,54,59,2,2,48,
15,163,127,50,60,2,2,42,
15,157,172,58,62,1,1,49,
15,152,147,49,63,0,0,46,
15,116,138,66,65,2,2,58,
15,147,167,57,59,0,0,49,
15,115,131,57,61,3,2,60,
15,128,135,61,70,0,0,46,
15,164,147,62,68,3,1,49,
15,96,87,48,55,1,1,49,
15,79,116,57,71,0,0,53,
15,170,179,52,60,2,2,47,
15,115,123,69,64,3,1,54,
15,117,117,51,61,1,1,49,
15,112,141,59,57,3,1,47,
15,119,131,53,55,0,0,48,
15,110,97,48,54,1,1,49,
15,114,167,54,64,2,2,52,
15,147,119,63,71,1,1,58,
15,110,109,36,59,0,0,47,
15,126,159,61,69,3,1,51,
15,104,123,59,63,0,0,53,
15,137,137,61,66,3,2,53,
15,136,112,64,64,3,2,57,
15,107,107,55,64,3,1,52,
15,149,147,54,62,3,2,55,
15,156,138,58,65,0,0,46,
15,129,122,56,60,0,0,49,
15,103,127,60,60,3,1,53,
15,140,148,51,56,3,2,53,
15,159,143,65,65,0,0,46,
15,158,128,56,62,2,2,57,
15,132,54,50,65,1,1,53,
15,159,115,63,64,1,1,57,
15,133,121,65,65,3,2,52,
15,132,132,62,68,3,1,53,
15,118,140,58,64,0,0,53,
15,130,175,56,62,0,0,49,
15,101,101,56,62,0,0,47,
15,142,118,66,68,0,0,50,
15,113,113,56,59,1,1,51,
15,128,111,54,62,1,1,48,
15,124,124,56,67,0,0,52,
15,90,126,54,59,3,1,50,
15,135,116,59,68,1,1,52,
15,126,151,53,61,3,1,49,
15,117,144,47,54,2,2,47,
15,139,135,60,68,1,1,50,
15,124,136,61,59,3,2,54,
15,142,135,52,65,2,2,52,
15,134,162,59,65,3,1,49,
15,122,157,61,56,3,1,49,
15,123,160,43,63,3,1,41,
15,123,122,48,61,2,2,56,
20,268,190,74,82,0,0,73,
20,218,206,80,85,3,2,80,
20,270,200,89,91,2,2,75,
20,288,302,96,95,1,1,68,
20,333,241,91,97,1,1,74,
20,212,290,94,92,2,2,77,
20,267,249,93,96,1,1,69,
20,270,294,97,96,1,1,72,
20,286,314,93,89,3,1,77,
20,266,308,85,82,0,0,78,
20,282,252,86,88,3,1,75,
20,225,291,91,91,2,2,74,
20,243,257,92,94,1,1,78,
20,183,149,86,95,1,1,66,
20,242,298,82,88,1,1,72,
20,279,201,85,93,1,1,78,
20,245,237,74,95,3,2,77,
20,253,273,84,99,0,0,84,
20,262,248,112,98,1,1,78,
20,235,263,97,98,2,2,73,
20,251,285,88,102,3,1,76,
20,226,296,74,88,3,2,73,
20,289,295,86,85,3,1,77,
20,243,253,104,103,3,1,65,
20,298,184,94,95,1,1,77,
20,255,263,107,103,2,2,83,
20,291,271,89,83,3,1,76,
20,249,275,98,85,0,0,61,
20,161,215,97,101,3,1,72,
20,322,302,86,92,0,0,77,
20,286,306,96,94,3,2,78,
20,206,226,80,93,3,2,77,
20,261,211,93,94,1,1,77,
20,270,260,91,93,1,1,78,
20,257,261,102,99,3,2,76,
20,262,258,87,88,3,1,80,
20,277,251,90,97,3,2,73,
20,263,223,88,87,0,0,74,
20,257,285,96,89,3,1,76,
20,252,238,83,87,0,0,69,
20,282,308,92,93,0,0,72,
20,223,309,89,87,1,1,73,
20,187,249,86,88,3,2,81,
20,259,271,86,101,0,0,73,
20,256,228,92,98,3,2,74,
20,295,281,92,99,3,1,74,
20,177,297,82,89,3,2,73,
20,271,305,95,91,3,2,73,
20,224,232,83,89,3,2,75,
20,252,264,99,95,3,1,73,
20,251,251,89,92,1,1,78,
20,234,274,98,86,2,2,79,
20,212,218,90,94,1,1,77,
20,211,299,94,91,1,1,75,
20,284,248,98,95,1,1,73,
20,214,248,93,96,0,0,75,
20,185,269,74,92,1,1,69,
20,251,329,83,98,2,2,69,
20,217,215,82,98,3,2,74,
20,252,252,82,85,0,0,80,
100,8606,8326,1441,1087,1,1,616,
100,8397,8889,1342,1108,2,2,580,
100,8255,8901,1681,1140,0,0,547,
100,8753,8739,1525,1245,1,1,603,
100,8462,8482,1586,1230,3,1,563,
100,8190,8278,1435,1166,2,2,563,
100,8219,8745,1501,1131,1,1,527,
100,8877,8573,1368,1108,3,1,595,
100,8267,7733,1473,1127,2,2,584,
100,8727,8277,1422,1120,3,1,615,
100,8550,7966,1542,1154,0,0,546,
100,7607,8191,1475,1074,1,1,597,
100,8826,8264,1415,1182,3,1,595,
100,8940,8672,1521,1178,0,0,568,
100,8266,8548,1458,1142,3,2,585,
100,7808,7808,1398,1083,3,1,582,
100,8567,8597,1478,1210,0,0,549,
100,7914,8406,1261,1073,1,1,548,
100,8402,8372,1594,1178,1,1,568,
100,8717,8511,1402,1118,2,2,559,
100,8967,8657,1639,1272,0,0,542,
100,9003,9255,1586,1164,1,1,557,
100,8562,9104,1516,1190,1,1,611,
100,8578,8110,1562,1177,0,0,580,
100,8777,8709,1414,1044,1,1,576,
100,8953,8655,1397,1061,3,1,617,
100,8587,8327,1472,1098,3,2,585,
100,7688,8446,1346,1111,2,2,562,
100,8486,8664,1459,1117,3,2,584,
100,8641,8473,1734,1283,2,2,587,
500,2147483647,2147483647,31375,22060,2,2,4555,
500,2147483647,2147483647,32992,23564,1,1,4597,
500,2147483647,2147483647,32983,23229,3,2,4480,
500,2147483647,2147483647,30859,21469,1,1,4409,
500,2147483647,2147483647,32192,21640,3,1,4724,
500,2147483647,2147483647,33040,23078,3,2,4563,
500,2147483647,2147483647,31839,21751,2,2,4505,
500,2147483647,2147483647,33414,23550,0,0,4432,
500,2147483647,2147483647,32138,22418,1,1,4494,
500,2147483647,2147483647,33344,23292,3,1,4633,
500,2147483647,2147483647,33263,22115,3,2,4660,
500,2147483647,2147483647,31833,21897,1,1,4607,
500,2147483647,2147483647,33739,22494,1,1,4677,
500,2147483647,2147483647,31630,22802,3,2,4742,
500,2147483647,2147483647,31963,21991,3,2,4825,
500,2147483647,2147483647,32683,22364,1,1,4528,
500,2147483647,2147483647,32821,22974,2,2,4473,
500,2147483647,2147483647,32938,21876,3,2,4538,
500,2147483647,2147483647,32058,21291,3,1,4737,
500,2147483647,2147483647,31029,22597,1,1,4409,
500,2147483647,2147483647,29285,21963,3,1,4622,
500,2147483647,2147483647,31968,22225,3,1,4434,
500,2147483647,2147483647,32538,22551,1,1,4576,
500,2147483647,2147483647,32682,22635,1,1,4716,
500,2147483647,2147483647,31767,22176,3,2,4450,
500,2147483647,2147483647,31437,21907,3,1,4373,
500,2147483647,2147483647,32349,21832,1,1,4595,
500,2147483647,2147483647,32951,22411,3,2,4839,
500,2147483647,2147483647,31418,21925,1,1,4637,
500,2147483647,2147483647,31002,22118,1,1,4734,
